TITLE MODEL,COLOR,SIZE,PRICE,PRICE_DISCOUNT,STOCK,EAN,SKU,PARENT_SKU,GENDER,CATEGORY,BRAND,COLOR MAPPING,SEASON,UPPER,LINING,INSOLE,OUTSOLE,MADE IN,CLOSURE TYPE,HEEL HEIGHT,PLATFORM HEIGHT,UPPER HEIGHT,LICENCE,TYPE OF TOE,OTHER DETAILS,Image 1,Image 2,Image 3,Image 4,Image 5,Image 6,Image 7,Image 8
Women's Ana Big Buckle Suede Sandals,Camel,40,142.8,128.52,50,7.09386E+11,ana-suede-camel-big-buckle-black-40,Ana Suede,Mujer,Sandals,Menina Step,Metallic,,Faux Leather,Faux Leather,Faux Leather,,Spain,,,,,,,,https://i5.walmartimages.com/seo/Woomen-s-Ana-Suede-Big-Buckle-Sandals_c8e95337-76fb-45f0-8bd2-895dec3ccfa5.6f1b52b48c3a2c758c3c51dd6adac1a3.jpeg,https://i5.walmartimages.com/asr/014edc5c-58c3-48bd-827d-30ec5107519e.dfe970d11668bbbe599170900cd7f72a.jpeg,https://i5.walmartimages.com/asr/e124a34b-bcf1-4dec-a1f3-8113afd85ff1.f4d0c528162ec37f3dc2b0ea62871491.jpeg,https://i5.walmartimages.com/asr/10a84409-94c3-43fe-ad54-ec79558998d1.6b1102a40ece0a885823da8ccffdf055.jpeg,https://i5.walmartimages.com/asr/014edc5c-58c3-48bd-827d-30ec5107519e.dfe970d11668bbbe599170900cd7f72a.jpeg,,,
Women's Ana Big Buckle Suede Sandals,Camel,41,142.8,128.52,50,7.09386E+11,ana-suede-camel-big-buckle-black-41,Ana Suede,Mujer,Sandals,Menina Step,Metallic,,Faux Leather,Faux Leather,Faux Leather,,Spain,,,,,,,,https://i5.walmartimages.com/seo/Woomen-s-Ana-Suede-Big-Buckle-Sandals_c8e95337-76fb-45f0-8bd2-895dec3ccfa5.6f1b52b48c3a2c758c3c51dd6adac1a3.jpeg,https://i5.walmartimages.com/asr/014edc5c-58c3-48bd-827d-30ec5107519e.dfe970d11668bbbe599170900cd7f72a.jpeg,https://i5.walmartimages.com/asr/e124a34b-bcf1-4dec-a1f3-8113afd85ff1.f4d0c528162ec37f3dc2b0ea62871491.jpeg,https://i5.walmartimages.com/asr/10a84409-94c3-43fe-ad54-ec79558998d1.6b1102a40ece0a885823da8ccffdf055.jpeg,https://i5.walmartimages.com/asr/014edc5c-58c3-48bd-827d-30ec5107519e.dfe970d11668bbbe599170900cd7f72a.jpeg,,,
Women's Ana Big Buckle Suede Sandals,Camel,42,142.8,128.52,50,7.09386E+11,ana-suede-camel-big-buckle-black-42,Ana Suede,Mujer,Sandals,Menina Step,Metallic,,Faux Leather,Faux Leather,Faux Leather,,Spain,,,,,,,,https://i5.walmartimages.com/seo/Woomen-s-Ana-Suede-Big-Buckle-Sandals_cdc68792-23a7-4429-bb5d-c91b0e83298d.97e597d3b17156bfc6ddb08af21813ca.jpeg,https://i5.walmartimages.com/asr/014edc5c-58c3-48bd-827d-30ec5107519e.dfe970d11668bbbe599170900cd7f72a.jpeg,https://i5.walmartimages.com/asr/e124a34b-bcf1-4dec-a1f3-8113afd85ff1.f4d0c528162ec37f3dc2b0ea62871491.jpeg,https://i5.walmartimages.com/asr/10a84409-94c3-43fe-ad54-ec79558998d1.6b1102a40ece0a885823da8ccffdf055.jpeg,,,,
Women's Ana Big Buckle Suede Sandals,Camel,37,142.8,128.52,50,7.09386E+11,ana-suede-camel-big-buckle-black-37,Ana Suede,Mujer,Sandals,Menina Step,Metallic,,Faux Leather,Faux Leather,Faux Leather,,Spain,,,,,,,,https://i5.walmartimages.com/seo/Woomen-s-Ana-Suede-Big-Buckle-Sandals_f26c61b7-a471-4684-b33b-d4f2870999fb.e53c261b23f6ecc87565473615637f95.jpeg,https://i5.walmartimages.com/asr/014edc5c-58c3-48bd-827d-30ec5107519e.dfe970d11668bbbe599170900cd7f72a.jpeg,https://i5.walmartimages.com/asr/e124a34b-bcf1-4dec-a1f3-8113afd85ff1.f4d0c528162ec37f3dc2b0ea62871491.jpeg,https://i5.walmartimages.com/asr/10a84409-94c3-43fe-ad54-ec79558998d1.6b1102a40ece0a885823da8ccffdf055.jpeg,,,,
Women's Ana Big Buckle Suede Sandals,Camel,38,142.8,128.52,50,7.09386E+11,ana-suede-camel-big-buckle-black-38,Ana Suede,Mujer,Sandals,Menina Step,Metallic,,Faux Leather,Faux Leather,Faux Leather,,Spain,,,,,,,,https://i5.walmartimages.com/seo/Woomen-s-Ana-Suede-Big-Buckle-Sandals_c8e95337-76fb-45f0-8bd2-895dec3ccfa5.6f1b52b48c3a2c758c3c51dd6adac1a3.jpeg,https://i5.walmartimages.com/asr/014edc5c-58c3-48bd-827d-30ec5107519e.dfe970d11668bbbe599170900cd7f72a.jpeg,https://i5.walmartimages.com/asr/e124a34b-bcf1-4dec-a1f3-8113afd85ff1.f4d0c528162ec37f3dc2b0ea62871491.jpeg,https://i5.walmartimages.com/asr/10a84409-94c3-43fe-ad54-ec79558998d1.6b1102a40ece0a885823da8ccffdf055.jpeg,https://i5.walmartimages.com/asr/014edc5c-58c3-48bd-827d-30ec5107519e.dfe970d11668bbbe599170900cd7f72a.jpeg,,,
Women's Ana Big Buckle Suede Sandals,Camel,35,142.8,128.52,50,7.09386E+11,ana-suede-camel-big-buckle-black-35,Ana Suede,Mujer,Sandals,Menina Step,Metallic,,Faux Leather,Faux Leather,Faux Leather,,Spain,,,,,,,,https://i5.walmartimages.com/seo/Woomen-s-Ana-Suede-Big-Buckle-Sandals_c8e95337-76fb-45f0-8bd2-895dec3ccfa5.6f1b52b48c3a2c758c3c51dd6adac1a3.jpeg,https://i5.walmartimages.com/asr/014edc5c-58c3-48bd-827d-30ec5107519e.dfe970d11668bbbe599170900cd7f72a.jpeg,https://i5.walmartimages.com/asr/e124a34b-bcf1-4dec-a1f3-8113afd85ff1.f4d0c528162ec37f3dc2b0ea62871491.jpeg,https://i5.walmartimages.com/asr/10a84409-94c3-43fe-ad54-ec79558998d1.6b1102a40ece0a885823da8ccffdf055.jpeg,https://i5.walmartimages.com/asr/014edc5c-58c3-48bd-827d-30ec5107519e.dfe970d11668bbbe599170900cd7f72a.jpeg,,,
Women's Bakio Ballet Flat Sandals,Blue,38,104.72,91.38,50,7.09386E+11,bakio-ballet-flat-egyptian-blue-black-38,Bakio Ballet,Mujer,Sandals,Menina Step,Blue ,,Faux Leather,Faux Leather,Faux Leather,,Spain,,,,,,,,https://i5.walmartimages.com/seo/Women-s-Bakio-Ballet-flat-Egyptian-Sandals_61c99265-2cbb-47b3-aece-da490b3ec637.e50cb1fbb84eeb9d576690d926168493.jpeg,https://i5.walmartimages.com/asr/d5e48362-51d1-4ded-8fe6-c59dd2b6d54b.cd9e842496651f40ca1298efb835e8fa.jpeg,https://i5.walmartimages.com/asr/0a55e40d-33ee-4799-8200-ff8e22b7c90f.0a37fa5ad72994056e15774309bee05e.jpeg,https://i5.walmartimages.com/asr/b5f51401-50d0-47f4-aa85-14470b9521a3.0281023233b35d8b89f60d62e631474d.jpeg,https://i5.walmartimages.com/asr/d5e48362-51d1-4ded-8fe6-c59dd2b6d54b.cd9e842496651f40ca1298efb835e8fa.jpeg,,,
Women's Bakio Ballet Flat Sandals,Blue,36,104.72,91.38,50,7.09386E+11,bakio-ballet-flat-egyptian-blue-black-36,Bakio Ballet,Mujer,Sandals,Menina Step,Blue ,,Faux Leather,Faux Leather,Faux Leather,,Spain,,,,,,,,https://i5.walmartimages.com/seo/Women-s-Bakio-Ballet-flat-Egyptian-Sandals_61c99265-2cbb-47b3-aece-da490b3ec637.e50cb1fbb84eeb9d576690d926168493.jpeg,https://i5.walmartimages.com/asr/d5e48362-51d1-4ded-8fe6-c59dd2b6d54b.cd9e842496651f40ca1298efb835e8fa.jpeg,https://i5.walmartimages.com/asr/0a55e40d-33ee-4799-8200-ff8e22b7c90f.0a37fa5ad72994056e15774309bee05e.jpeg,https://i5.walmartimages.com/asr/b5f51401-50d0-47f4-aa85-14470b9521a3.0281023233b35d8b89f60d62e631474d.jpeg,https://i5.walmartimages.com/asr/d5e48362-51d1-4ded-8fe6-c59dd2b6d54b.cd9e842496651f40ca1298efb835e8fa.jpeg,,,
Women's Bakio Ballet Flat Sandals,Blue,35,104.72,91.38,50,7.09386E+11,bakio-ballet-flat-egyptian-blue-black-35,Bakio Ballet,Mujer,Sandals,Menina Step,Blue ,,Faux Leather,Faux Leather,Faux Leather,,Spain,,,,,,,,https://i5.walmartimages.com/seo/Women-s-Bakio-Ballet-flat-Egyptian-Sandals_61c99265-2cbb-47b3-aece-da490b3ec637.e50cb1fbb84eeb9d576690d926168493.jpeg,https://i5.walmartimages.com/asr/d5e48362-51d1-4ded-8fe6-c59dd2b6d54b.cd9e842496651f40ca1298efb835e8fa.jpeg,https://i5.walmartimages.com/asr/0a55e40d-33ee-4799-8200-ff8e22b7c90f.0a37fa5ad72994056e15774309bee05e.jpeg,https://i5.walmartimages.com/asr/b5f51401-50d0-47f4-aa85-14470b9521a3.0281023233b35d8b89f60d62e631474d.jpeg,https://i5.walmartimages.com/asr/d5e48362-51d1-4ded-8fe6-c59dd2b6d54b.cd9e842496651f40ca1298efb835e8fa.jpeg,,,
Women's Bakio Ballet Flat Sandals,Blue,40,104.72,91.38,50,7.09386E+11,bakio-ballet-flat-egyptian-blue-black-40,Bakio Ballet,Mujer,Sandals,Menina Step,Blue ,,Faux Leather,Faux Leather,Faux Leather,,Spain,,,,,,,,https://i5.walmartimages.com/seo/Women-s-Bakio-Ballet-flat-Egyptian-Sandals_61c99265-2cbb-47b3-aece-da490b3ec637.e50cb1fbb84eeb9d576690d926168493.jpeg,https://i5.walmartimages.com/asr/d5e48362-51d1-4ded-8fe6-c59dd2b6d54b.cd9e842496651f40ca1298efb835e8fa.jpeg,https://i5.walmartimages.com/asr/0a55e40d-33ee-4799-8200-ff8e22b7c90f.0a37fa5ad72994056e15774309bee05e.jpeg,https://i5.walmartimages.com/asr/b5f51401-50d0-47f4-aa85-14470b9521a3.0281023233b35d8b89f60d62e631474d.jpeg,https://i5.walmartimages.com/asr/d5e48362-51d1-4ded-8fe6-c59dd2b6d54b.cd9e842496651f40ca1298efb835e8fa.jpeg,,,
Women's Bakio Ballet Flat Sandals,Blue,41,104.72,91.38,50,7.09386E+11,bakio-ballet-flat-egyptian-blue-black-41,Bakio Ballet,Mujer,Sandals,Menina Step,Blue ,,Faux Leather,Faux Leather,Faux Leather,,Spain,,,,,,,,https://i5.walmartimages.com/seo/Women-s-Bakio-Ballet-flat-Egyptian-Sandals_61c99265-2cbb-47b3-aece-da490b3ec637.e50cb1fbb84eeb9d576690d926168493.jpeg,https://i5.walmartimages.com/asr/d5e48362-51d1-4ded-8fe6-c59dd2b6d54b.cd9e842496651f40ca1298efb835e8fa.jpeg,https://i5.walmartimages.com/asr/0a55e40d-33ee-4799-8200-ff8e22b7c90f.0a37fa5ad72994056e15774309bee05e.jpeg,https://i5.walmartimages.com/asr/b5f51401-50d0-47f4-aa85-14470b9521a3.0281023233b35d8b89f60d62e631474d.jpeg,https://i5.walmartimages.com/asr/d5e48362-51d1-4ded-8fe6-c59dd2b6d54b.cd9e842496651f40ca1298efb835e8fa.jpeg,,,
Women's Bakio Ballet Flat Sandals,Blue,37,104.72,91.38,50,7.09386E+11,bakio-ballet-flat-egyptian-blue-black-37,Bakio Ballet,Mujer,Sandals,Menina Step,Blue ,,Faux Leather,Faux Leather,Faux Leather,,Spain,,,,,,,,https://i5.walmartimages.com/seo/Women-s-Bakio-Ballet-flat-Egyptian-Sandals_61c99265-2cbb-47b3-aece-da490b3ec637.e50cb1fbb84eeb9d576690d926168493.jpeg,https://i5.walmartimages.com/asr/d5e48362-51d1-4ded-8fe6-c59dd2b6d54b.cd9e842496651f40ca1298efb835e8fa.jpeg,https://i5.walmartimages.com/asr/0a55e40d-33ee-4799-8200-ff8e22b7c90f.0a37fa5ad72994056e15774309bee05e.jpeg,https://i5.walmartimages.com/asr/b5f51401-50d0-47f4-aa85-14470b9521a3.0281023233b35d8b89f60d62e631474d.jpeg,https://i5.walmartimages.com/asr/d5e48362-51d1-4ded-8fe6-c59dd2b6d54b.cd9e842496651f40ca1298efb835e8fa.jpeg,,,
Women's Bakio Ballet Flat Sandals,Blue,39,104.72,91.38,50,7.09386E+11,bakio-ballet-flat-egyptian-blue-black-39,Bakio Ballet,Mujer,Sandals,Menina Step,Blue ,,Faux Leather,Faux Leather,Faux Leather,,Spain,,,,,,,,https://i5.walmartimages.com/seo/Women-s-Bakio-Ballet-flat-Egyptian-Sandals_61c99265-2cbb-47b3-aece-da490b3ec637.e50cb1fbb84eeb9d576690d926168493.jpeg,https://i5.walmartimages.com/asr/d5e48362-51d1-4ded-8fe6-c59dd2b6d54b.cd9e842496651f40ca1298efb835e8fa.jpeg,https://i5.walmartimages.com/asr/0a55e40d-33ee-4799-8200-ff8e22b7c90f.0a37fa5ad72994056e15774309bee05e.jpeg,https://i5.walmartimages.com/asr/b5f51401-50d0-47f4-aa85-14470b9521a3.0281023233b35d8b89f60d62e631474d.jpeg,https://i5.walmartimages.com/asr/d5e48362-51d1-4ded-8fe6-c59dd2b6d54b.cd9e842496651f40ca1298efb835e8fa.jpeg,,,
Women's Bakio Ballet Flat Sandals,Champagne,36,104.72,91.38,50,7.09386E+11,bakio-ballet-flat-metallic-champagne-black-36,Bakio Ballet,Mujer,Sandals,Menina Step,Transparent ,,Faux Leather,Faux Leather,Faux Leather,,Spain,,,,,,,,https://i5.walmartimages.com/seo/Women-s-Bakio-Ballet-flat-Egyptian-Sandals_533736d9-2187-45bf-9dc5-d67fe8179a4e.e09be7d55d12a39dfbfb880361c5f9ad.jpeg,https://i5.walmartimages.com/asr/c383bc6a-ba46-4683-991e-7d43db956dbf.af4e1c016ab1415b549d57f4d4a19294.jpeg,https://i5.walmartimages.com/asr/df518c1a-a120-4433-b0dc-593cf76a3faf.5c3c7e1faadf6332bac6ba49b80ca582.jpeg,https://i5.walmartimages.com/asr/dcee12ab-be1f-4507-becc-d33641d43b94.988473d1d7ee088c7ed8f333ad98e9f0.jpeg,,,,
Women's Bakio Ballet Flat Sandals,Champagne,41,104.72,91.38,50,7.09386E+11,bakio-ballet-flat-metallic-champagne-black-41,Bakio Ballet,Mujer,Sandals,Menina Step,Transparent ,,Faux Leather,Faux Leather,Faux Leather,,Spain,,,,,,,,https://i5.walmartimages.com/seo/Women-s-Bakio-Ballet-flat-Egyptian-Sandals_533736d9-2187-45bf-9dc5-d67fe8179a4e.e09be7d55d12a39dfbfb880361c5f9ad.jpeg,https://i5.walmartimages.com/asr/c383bc6a-ba46-4683-991e-7d43db956dbf.af4e1c016ab1415b549d57f4d4a19294.jpeg,https://i5.walmartimages.com/asr/df518c1a-a120-4433-b0dc-593cf76a3faf.5c3c7e1faadf6332bac6ba49b80ca582.jpeg,https://i5.walmartimages.com/asr/dcee12ab-be1f-4507-becc-d33641d43b94.988473d1d7ee088c7ed8f333ad98e9f0.jpeg,,,,
Women's Bakio Ballet Flat Sandals,Champagne,38,104.72,91.38,50,7.09386E+11,bakio-ballet-flat-metallic-champagne-black-38,Bakio Ballet,Mujer,Sandals,Menina Step,Transparent ,,Faux Leather,Faux Leather,Faux Leather,,Spain,,,,,,,,https://i5.walmartimages.com/seo/Women-s-Bakio-Ballet-flat-Egyptian-Sandals_533736d9-2187-45bf-9dc5-d67fe8179a4e.e09be7d55d12a39dfbfb880361c5f9ad.jpeg,https://i5.walmartimages.com/asr/c383bc6a-ba46-4683-991e-7d43db956dbf.af4e1c016ab1415b549d57f4d4a19294.jpeg,https://i5.walmartimages.com/asr/df518c1a-a120-4433-b0dc-593cf76a3faf.5c3c7e1faadf6332bac6ba49b80ca582.jpeg,https://i5.walmartimages.com/asr/dcee12ab-be1f-4507-becc-d33641d43b94.988473d1d7ee088c7ed8f333ad98e9f0.jpeg,,,,
Women's Bakio Ballet Flat Sandals,Champagne,39,104.72,91.38,50,7.09386E+11,bakio-ballet-flat-metallic-champagne-black-39,Bakio Ballet,Mujer,Sandals,Menina Step,Transparent ,,Faux Leather,Faux Leather,Faux Leather,,Spain,,,,,,,,https://i5.walmartimages.com/seo/Women-s-Bakio-Ballet-flat-Egyptian-Sandals_533736d9-2187-45bf-9dc5-d67fe8179a4e.e09be7d55d12a39dfbfb880361c5f9ad.jpeg,https://i5.walmartimages.com/asr/c383bc6a-ba46-4683-991e-7d43db956dbf.af4e1c016ab1415b549d57f4d4a19294.jpeg,https://i5.walmartimages.com/asr/df518c1a-a120-4433-b0dc-593cf76a3faf.5c3c7e1faadf6332bac6ba49b80ca582.jpeg,https://i5.walmartimages.com/asr/dcee12ab-be1f-4507-becc-d33641d43b94.988473d1d7ee088c7ed8f333ad98e9f0.jpeg,,,,
Women's Bakio Ballet Flat Sandals,Champagne,40,104.72,91.38,50,7.09386E+11,bakio-ballet-flat-metallic-champagne-black-40,Bakio Ballet,Mujer,Sandals,Menina Step,Transparent ,,Faux Leather,Faux Leather,Faux Leather,,Spain,,,,,,,,https://i5.walmartimages.com/seo/Women-s-Bakio-Ballet-flat-Egyptian-Sandals_533736d9-2187-45bf-9dc5-d67fe8179a4e.e09be7d55d12a39dfbfb880361c5f9ad.jpeg,https://i5.walmartimages.com/asr/c383bc6a-ba46-4683-991e-7d43db956dbf.af4e1c016ab1415b549d57f4d4a19294.jpeg,https://i5.walmartimages.com/asr/df518c1a-a120-4433-b0dc-593cf76a3faf.5c3c7e1faadf6332bac6ba49b80ca582.jpeg,https://i5.walmartimages.com/asr/dcee12ab-be1f-4507-becc-d33641d43b94.988473d1d7ee088c7ed8f333ad98e9f0.jpeg,,,,
